@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, 8
I, 0.475, 0.365, 0.105, 0.4175, 0.1645, 0.099, 0.127, 7
I, 0.55, 0.415, 0.15, 0.7915, 0.3535, 0.176, 0.236, 10
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, 9
F, 0.595, 0.45, 0.165, 1.081, 0.49, 0.2525, 0.279, 12
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, 10
M, 0.62, 0.525, 0.155, 1.085, 0.454, 0.1965, 0.35, 10
F, 0.625, 0.485, 0.135, 1.3025, 0.61, 0.2675, 0.3605, 14
M, 0.65, 0.52, 0.17, 1.3655, 0.6155, 0.2885, 0.36, 11
M, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, 10
M, 0.71, 0.555, 0.175, 2.14, 1.2455, 0.3725, 0.434, 11
F, 0.725, 0.56, 0.185, 1.792, 0.873, 0.367, 0.435, 11
I, 0.35, 0.25, 0.1, 0.4015, 0.1725, 0.063, 0.1255, 7
I, 0.38, 0.28, 0.095, 0.2885, 0.165, 0.0435, 0.067, 7
F, 0.38, 0.32, 0.115, 0.6475, 0.323, 0.1325, 0.164, 7
M, 0.495, 0.375, 0.155, 0.976, 0.45, 0.2285, 0.2475, 9
F, 0.575, 0.42, 0.19, 1.764, 0.914, 0.377, 0.4095, 10
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, 9
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, 9
F, 0.65, 0.5, 0.17, 1.4045, 0.694, 0.318, 0.3235, 11
F, 0.705, 0.555, 0.195, 1.7525, 0.7105, 0.4215, 0.516, 12
I, 0.385, 0.29, 0.1, 0.2575, 0.1, 0.061, 0.086, 6
I, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, 8
M, 0.56, 0.465, 0.145, 0.8875, 0.3345, 0.22, 0.2695, 9
F, 0.585, 0.42, 0.155, 0.9845, 0.442, 0.2155, 0.2875, 13
I, 0.62, 0.48, 0.18, 1.1305, 0.5285, 0.2655, 0.306, 12
F, 0.645, 0.51, 0.155, 1.129, 0.5015, 0.24, 0.342, 10
F, 0.65, 0.505, 0.175, 1.2075, 0.5105, 0.262, 0.39, 10
F, 0.65, 0.495, 0.175, 1.227, 0.528, 0.258, 0.37, 11
F, 0.655, 0.52, 0.175, 1.472, 0.6275, 0.27, 0.45, 13
F, 0.665, 0.525, 0.18, 1.5785, 0.678, 0.229, 0.456, 14
M, 0.675, 0.54, 0.175, 1.5545, 0.6645, 0.278, 0.512, 12
I, 0.38, 0.275, 0.095, 0.2425, 0.106, 0.0485, 0.21, 6
M, 0.475, 0.385, 0.12, 0.562, 0.289, 0.0905, 0.153, 8
M, 0.57, 0.45, 0.14, 0.9275, 0.477, 0.1605, 0.2515, 8
M, 0.57, 0.44, 0.145, 0.8815, 0.3605, 0.1955, 0.2735, 10
F, 0.615, 0.455, 0.135, 1.059, 0.4735, 0.263, 0.274, 9
M, 0.62, 0.46, 0.17, 1.127, 0.535, 0.2635, 0.296, 7
M, 0.625, 0.47, 0.17, 1.1665, 0.4605, 0.2565, 0.3945, 11
M, 0.68, 0.54, 0.195, 1.7825, 0.5565, 0.3235, 0.4285, 11
M, 0.5, 0.385, 0.12, 0.6335, 0.2305, 0.125, 0.235, 14
M, 0.335, 0.26, 0.075, 0.22, 0.0855, 0.04, 0.085, 6
M, 0.57, 0.45, 0.155, 0.91, 0.326, 0.1895, 0.355, 14
F, 0.565, 0.45, 0.165, 0.9765, 0.322, 0.244, 0.37, 12
F, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, 9
F, 0.55, 0.465, 0.15, 1.082, 0.3575, 0.194, 0.19, 14
F, 0.5, 0.39, 0.13, 0.6355, 0.2505, 0.1635, 0.195, 15
M, 0.545, 0.44, 0.165, 0.744, 0.2875, 0.204, 0.25, 15
F, 0.515, 0.4, 0.115, 0.578, 0.191, 0.1445, 0.17, 9
F, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, 10
I, 0.435, 0.355, 0.125, 0.4075, 0.1535, 0.074, 0.165, 9
M, 0.495, 0.38, 0.135, 0.6295, 0.263, 0.1425, 0.215, 12
I, 0.14, 0.105, 0.035, 0.0145, 0.0050, 0.0035, 0.0050, 4
M, 0.635, 0.48, 0.235, 1.064, 0.413, 0.228, 0.36, 16
M, 0.38, 0.27, 0.095, 0.219, 0.0835, 0.0515, 0.07, 6
I, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, 9
I, 0.355, 0.27, 0.1, 0.216, 0.083, 0.037, 0.075, 10
I, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, 10
I, 0.725, 0.55, 0.22, 2.0495, 0.7735, 0.4405, 0.655, 10
F, 0.67, 0.535, 0.185, 1.597, 0.6275, 0.35, 0.47, 21
I, 0.235, 0.175, 0.08, 0.0645, 0.0215, 0.0175, 0.0215, 5
M, 0.505, 0.39, 0.105, 0.6555, 0.2595, 0.18, 0.19, 11
F, 0.525, 0.4, 0.115, 0.6295, 0.2555, 0.144, 0.18, 11
F, 0.53, 0.425, 0.13, 0.717, 0.2115, 0.166, 0.255, 13
I, 0.465, 0.355, 0.12, 0.5805, 0.255, 0.0915, 0.184, 8
F, 0.515, 0.395, 0.14, 0.686, 0.281, 0.1255, 0.22, 12
I, 0.295, 0.22, 0.07, 0.1365, 0.0575, 0.0295, 0.035, 6
I, 0.315, 0.23, 0.07, 0.164, 0.0625, 0.04, 0.045, 6
I, 0.375, 0.29, 0.095, 0.2875, 0.123, 0.0605, 0.08, 6
I, 0.415, 0.33, 0.1, 0.3905, 0.1925, 0.0755, 0.1025, 7
I, 0.44, 0.33, 0.135, 0.4095, 0.163, 0.1005, 0.119, 6
M, 0.485, 0.39, 0.12, 0.599, 0.251, 0.1345, 0.169, 8
M, 0.495, 0.375, 0.115, 0.6245, 0.282, 0.143, 0.155, 6
M, 0.565, 0.455, 0.15, 0.9795, 0.444, 0.205, 0.275, 8
M, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, 8
I, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, 8
M, 0.585, 0.455, 0.155, 1.133, 0.5515, 0.223, 0.305, 12
M, 0.61, 0.49, 0.16, 1.146, 0.597, 0.246, 0.265, 8
M, 0.625, 0.505, 0.175, 1.131, 0.5425, 0.2265, 0.323, 8
M, 0.72, 0.545, 0.195, 1.7475, 0.8215, 0.383, 0.4705, 11
I, 0.275, 0.2, 0.07, 0.096, 0.037, 0.0225, 0.03, 6
I, 0.33, 0.26, 0.085, 0.1965, 0.0915, 0.0425, 0.055, 7
I, 0.365, 0.28, 0.09, 0.196, 0.0865, 0.036, 0.0605, 7
I, 0.365, 0.27, 0.09, 0.2155, 0.1005, 0.049, 0.0655, 6
I, 0.42, 0.31, 0.1, 0.2805, 0.1125, 0.0615, 0.0925, 8
I, 0.435, 0.335, 0.11, 0.334, 0.1355, 0.0775, 0.0965, 7
F, 0.58, 0.46, 0.135, 0.926, 0.4025, 0.208, 0.275, 8
M, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, 11
F, 0.625, 0.495, 0.16, 1.234, 0.6335, 0.192, 0.35, 13
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, 10
I, 0.545, 0.405, 0.13, 0.658, 0.327, 0.1445, 0.174, 8
I, 0.515, 0.395, 0.125, 0.5805, 0.2365, 0.1075, 0.19, 9
M, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, 8
F, 0.575, 0.48, 0.17, 1.1, 0.506, 0.2485, 0.31, 10
I, 0.595, 0.475, 0.155, 0.984, 0.4865, 0.184, 0.2755, 10
M, 0.63, 0.53, 0.175, 1.4135, 0.667, 0.2945, 0.3555, 13
M, 0.67, 0.525, 0.18, 1.4915, 0.728, 0.343, 0.381, 9
F, 0.72, 0.59, 0.205, 1.7495, 0.7755, 0.4225, 0.48, 11
I, 0.48, 0.35, 0.1, 0.519, 0.2365, 0.1275, 0.126, 7
F, 0.56, 0.42, 0.18, 1.6645, 0.7755, 0.35, 0.4525, 9
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, 9
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, 9
M, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, 11
I, 0.55, 0.445, 0.11, 0.7935, 0.378, 0.142, 0.26, 10
M, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, 8
M, 0.585, 0.45, 0.15, 0.997, 0.4055, 0.283, 0.251, 11
F, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, 10
F, 0.65, 0.505, 0.165, 1.357, 0.5725, 0.281, 0.43, 11
M, 0.475, 0.37, 0.11, 0.4895, 0.2185, 0.107, 0.146, 8
F, 0.585, 0.455, 0.17, 0.9945, 0.4255, 0.263, 0.2845, 11
I, 0.405, 0.3, 0.085, 0.3035, 0.15, 0.0505, 0.088, 7
F, 0.455, 0.355, 0.12, 0.4495, 0.177, 0.104, 0.15, 9
I, 0.45, 0.355, 0.11, 0.4585, 0.194, 0.067, 0.14, 8
F, 0.675, 0.545, 0.195, 1.7345, 0.6845, 0.3695, 0.605, 20
F, 0.615, 0.525, 0.155, 1.0385, 0.427, 0.2315, 0.345, 11
M, 0.295, 0.215, 0.075, 0.129, 0.05, 0.0295, 0.04, 7
I, 0.58, 0.49, 0.195, 1.3165, 0.5305, 0.254, 0.41, 18
M, 0.505, 0.44, 0.14, 0.8275, 0.3415, 0.1855, 0.239, 8
M, 0.59, 0.46, 0.13, 1.102, 0.455, 0.2055, 0.33, 12
F, 0.625, 0.49, 0.2, 1.3825, 0.5895, 0.285, 0.381, 11
F, 0.475, 0.36, 0.12, 0.5915, 0.3245, 0.11, 0.127, 6
M, 0.505, 0.41, 0.125, 0.642, 0.289, 0.133, 0.155, 9
M, 0.51, 0.405, 0.15, 0.7035, 0.347, 0.134, 0.1885, 8
M, 0.765, 0.6, 0.22, 2.302, 1.007, 0.509, 0.6205, 12
I, 0.51, 0.405, 0.125, 0.6795, 0.3465, 0.1395, 0.182, 8
I, 0.525, 0.4, 0.13, 0.6455, 0.325, 0.1245, 0.17, 8
M, 0.525, 0.405, 0.12, 0.7555, 0.3755, 0.1555, 0.201, 9
F, 0.57, 0.445, 0.145, 0.8775, 0.412, 0.217, 0.22, 8
M, 0.63, 0.5, 0.175, 1.2645, 0.5635, 0.3065, 0.3425, 10
I, 0.42, 0.305, 0.09, 0.328, 0.168, 0.0615, 0.082, 6
F, 0.62, 0.5, 0.15, 1.293, 0.596, 0.3135, 0.354, 10
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, 10
M, 0.515, 0.425, 0.145, 0.9365, 0.497, 0.181, 0.2185, 8
F, 0.58, 0.46, 0.175, 1.165, 0.65, 0.2205, 0.3055, 9
M, 0.62, 0.485, 0.155, 1.049, 0.462, 0.231, 0.25, 10
M, 0.63, 0.47, 0.145, 1.1005, 0.52, 0.26, 0.276, 9
F, 0.645, 0.505, 0.165, 1.318, 0.55, 0.3015, 0.335, 11
M, 0.74, 0.57, 0.18, 1.8725, 0.9115, 0.427, 0.446, 10
I, 0.41, 0.3, 0.09, 0.28, 0.141, 0.0575, 0.075, 8
I, 0.5, 0.375, 0.14, 0.559, 0.2375, 0.135, 0.169, 9
I, 0.56, 0.44, 0.13, 0.7235, 0.349, 0.149, 0.2, 8
F, 0.62, 0.515, 0.155, 1.3255, 0.6685, 0.2605, 0.335, 12
M, 0.625, 0.5, 0.17, 1.0985, 0.4645, 0.22, 0.354, 9
M, 0.66, 0.51, 0.165, 1.6375, 0.7685, 0.3545, 0.3925, 14
M, 0.665, 0.505, 0.16, 1.289, 0.6145, 0.253, 0.3665, 11
M, 0.6, 0.495, 0.175, 1.3005, 0.6195, 0.284, 0.3285, 11
I, 0.495, 0.38, 0.145, 0.5, 0.205, 0.148, 0.1505, 8
I, 0.575, 0.45, 0.135, 0.8245, 0.3375, 0.2115, 0.239, 11
F, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, 10
I, 0.36, 0.27, 0.085, 0.2185, 0.1065, 0.038, 0.062, 6
F, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, 9
M, 0.425, 0.33, 0.08, 0.361, 0.134, 0.0825, 0.125, 7
M, 0.385, 0.295, 0.095, 0.335, 0.147, 0.094, 0.09, 7
M, 0.645, 0.495, 0.185, 1.4935, 0.5265, 0.2785, 0.455, 15
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, 8
F, 0.645, 0.5, 0.2, 1.4285, 0.639, 0.305, 0.36, 11
F, 0.67, 0.52, 0.15, 1.406, 0.519, 0.348, 0.37, 13
M, 0.475, 0.375, 0.12, 0.563, 0.2525, 0.1205, 0.185, 10
M, 0.5, 0.39, 0.13, 0.709, 0.275, 0.168, 0.18, 11
M, 0.51, 0.415, 0.14, 0.8185, 0.3025, 0.2155, 0.235, 16
F, 0.59, 0.455, 0.165, 1.161, 0.38, 0.2455, 0.28, 12
M, 0.39, 0.285, 0.095, 0.271, 0.11, 0.06, 0.08, 8
I, 0.415, 0.325, 0.1, 0.4665, 0.2285, 0.1065, 0.114, 7
I, 0.415, 0.315, 0.105, 0.33, 0.1405, 0.0705, 0.095, 6
I, 0.5, 0.39, 0.125, 0.583, 0.294, 0.132, 0.1605, 8
M, 0.65, 0.51, 0.155, 1.407, 0.7215, 0.298, 0.335, 9
M, 0.61, 0.48, 0.14, 1.0625, 0.516, 0.225, 0.2915, 11
I, 0.535, 0.42, 0.145, 0.6885, 0.273, 0.1515, 0.237, 9
M, 0.6, 0.45, 0.15, 0.8665, 0.3695, 0.1955, 0.255, 12
F, 0.69, 0.54, 0.185, 1.5715, 0.6935, 0.318, 0.47, 15
F, 0.61, 0.495, 0.19, 1.213, 0.464, 0.306, 0.365, 15
F, 0.655, 0.5, 0.14, 1.1705, 0.5405, 0.3175, 0.285, 12
I, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, 10
M, 0.515, 0.4, 0.125, 0.955, 0.341, 0.2535, 0.26, 13
M, 0.545, 0.41, 0.145, 0.873, 0.3035, 0.196, 0.31, 18
M, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, 8
F, 0.665, 0.52, 0.165, 1.6885, 0.7295, 0.407, 0.4265, 11
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.1165, 0.183, 8
F, 0.72, 0.545, 0.185, 1.7185, 0.7925, 0.401, 0.468, 11
M, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, 8
M, 0.625, 0.49, 0.165, 1.1835, 0.517, 0.2375, 0.39, 11
I, 0.27, 0.205, 0.05, 0.084, 0.03, 0.0185, 0.029, 6
F, 0.6, 0.5, 0.16, 1.122, 0.5095, 0.256, 0.309, 10
M, 0.67, 0.54, 0.195, 1.217, 0.532, 0.2735, 0.3315, 11
F, 0.62, 0.5, 0.175, 1.107, 0.4895, 0.24, 0.343, 11
M, 0.55, 0.45, 0.175, 1.0985, 0.3765, 0.215, 0.4, 14
I, 0.27, 0.205, 0.075, 0.118, 0.059, 0.031, 0.0305, 4
I, 0.55, 0.445, 0.125, 0.672, 0.288, 0.1365, 0.21, 11
M, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, 11
