@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
M, 0.715, 0.545, 0.18, 1.7405, 0.871, 0.347, 0.449, 10
I, 0.365, 0.275, 0.09, 0.2345, 0.108, 0.051, 0.0625, 7
I, 0.425, 0.325, 0.11, 0.405, 0.1695, 0.092, 0.1065, 8
M, 0.435, 0.335, 0.11, 0.4385, 0.2075, 0.0715, 0.1315, 7
I, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, 8
I, 0.455, 0.435, 0.11, 0.4265, 0.195, 0.09, 0.1205, 8
I, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, 8
I, 0.48, 0.355, 0.125, 0.494, 0.2385, 0.0835, 0.15, 9
I, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, 9
I, 0.58, 0.47, 0.15, 0.907, 0.444, 0.1855, 0.2445, 11
F, 0.6, 0.475, 0.155, 1.059, 0.441, 0.19, 0.39, 11
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, 9
M, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, 10
F, 0.65, 0.52, 0.195, 1.6275, 0.689, 0.3905, 0.432, 11
M, 0.735, 0.555, 0.22, 2.333, 1.2395, 0.3645, 0.6195, 12
I, 0.495, 0.375, 0.115, 0.5755, 0.31, 0.1145, 0.1395, 8
M, 0.515, 0.39, 0.14, 0.678, 0.341, 0.1325, 0.119, 8
F, 0.555, 0.405, 0.12, 0.913, 0.4585, 0.196, 0.2065, 9
F, 0.61, 0.49, 0.17, 1.3475, 0.7045, 0.25, 0.3045, 11
M, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, 9
F, 0.67, 0.525, 0.195, 1.42, 0.573, 0.368, 0.3905, 10
F, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, 13
I, 0.36, 0.265, 0.085, 0.1895, 0.0725, 0.0515, 0.055, 6
I, 0.39, 0.29, 0.09, 0.2745, 0.135, 0.0455, 0.078, 8
I, 0.445, 0.345, 0.12, 0.4035, 0.169, 0.0825, 0.13, 7
M, 0.53, 0.41, 0.125, 0.769, 0.346, 0.173, 0.215, 9
M, 0.535, 0.405, 0.14, 0.7315, 0.336, 0.156, 0.19, 7
F, 0.595, 0.46, 0.155, 1.0455, 0.4565, 0.24, 0.3085, 10
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, 10
F, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, 9
F, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, 10
F, 0.67, 0.51, 0.155, 1.278, 0.5605, 0.3045, 0.358, 11
M, 0.685, 0.535, 0.175, 1.432, 0.637, 0.247, 0.46, 11
M, 0.705, 0.55, 0.21, 1.4385, 0.655, 0.3255, 0.462, 11
M, 0.43, 0.31, 0.13, 0.6485, 0.2735, 0.163, 0.184, 9
I, 0.5, 0.395, 0.145, 0.7865, 0.332, 0.1815, 0.2455, 8
M, 0.625, 0.48, 0.18, 1.223, 0.565, 0.2975, 0.3375, 10
I, 0.36, 0.265, 0.085, 0.1865, 0.0675, 0.037, 0.0615, 7
I, 0.52, 0.41, 0.14, 0.699, 0.3395, 0.129, 0.1945, 10
M, 0.53, 0.425, 0.13, 0.702, 0.2975, 0.1395, 0.22, 9
M, 0.53, 0.42, 0.135, 0.675, 0.294, 0.156, 0.1825, 10
I, 0.53, 0.41, 0.15, 0.612, 0.2435, 0.1525, 0.1895, 11
I, 0.565, 0.43, 0.125, 0.6545, 0.2815, 0.139, 0.21, 9
M, 0.585, 0.47, 0.145, 0.9565, 0.4025, 0.2365, 0.265, 9
M, 0.63, 0.49, 0.16, 1.09, 0.407, 0.224, 0.354, 12
I, 0.205, 0.155, 0.045, 0.0495, 0.0235, 0.011, 0.014, 3
I, 0.305, 0.23, 0.075, 0.1455, 0.0595, 0.0305, 0.05, 6
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, 8
F, 0.45, 0.365, 0.115, 0.5885, 0.318, 0.121, 0.1325, 8
I, 0.46, 0.34, 0.1, 0.386, 0.1805, 0.0875, 0.0965, 8
I, 0.17, 0.105, 0.035, 0.034, 0.012, 0.0085, 0.0050, 4
M, 0.575, 0.45, 0.16, 0.955, 0.44, 0.1685, 0.27, 16
M, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, 10
M, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, 12
F, 0.485, 0.4, 0.155, 0.731, 0.236, 0.183, 0.255, 11
F, 0.63, 0.475, 0.175, 1.423, 0.4155, 0.3385, 0.49, 14
M, 0.475, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, 10
F, 0.525, 0.43, 0.165, 0.717, 0.289, 0.1745, 0.195, 10
F, 0.44, 0.34, 0.135, 0.3975, 0.1505, 0.0945, 0.135, 8
F, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, 12
M, 0.54, 0.425, 0.12, 0.817, 0.2945, 0.153, 0.195, 10
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, 9
F, 0.575, 0.45, 0.1, 0.9315, 0.431, 0.222, 0.235, 12
F, 0.565, 0.46, 0.15, 0.8765, 0.3455, 0.1925, 0.275, 10
M, 0.575, 0.47, 0.165, 0.853, 0.292, 0.179, 0.35, 16
M, 0.455, 0.355, 0.135, 0.4745, 0.1865, 0.0935, 0.168, 13
I, 0.52, 0.405, 0.14, 0.6765, 0.2865, 0.146, 0.205, 15
I, 0.615, 0.46, 0.19, 1.066, 0.4335, 0.226, 0.33, 13
I, 0.5, 0.38, 0.155, 0.6675, 0.2745, 0.156, 0.18, 12
F, 0.65, 0.515, 0.215, 1.498, 0.564, 0.323, 0.425, 16
I, 0.55, 0.44, 0.165, 0.8605, 0.312, 0.169, 0.3, 17
M, 0.53, 0.425, 0.11, 0.739, 0.237, 0.161, 0.295, 13
F, 0.35, 0.275, 0.065, 0.205, 0.0745, 0.0465, 0.07, 10
M, 0.55, 0.44, 0.16, 0.991, 0.348, 0.168, 0.375, 20
M, 0.475, 0.365, 0.14, 0.6175, 0.202, 0.1445, 0.19, 16
F, 0.525, 0.415, 0.15, 0.7155, 0.2355, 0.171, 0.27, 13
I, 0.315, 0.235, 0.08, 0.18, 0.08, 0.045, 0.047, 5
I, 0.49, 0.385, 0.12, 0.591, 0.271, 0.1125, 0.1775, 9
F, 0.68, 0.55, 0.19, 1.807, 0.8225, 0.3655, 0.515, 11
M, 0.695, 0.55, 0.205, 2.173, 1.133, 0.4665, 0.496, 10
I, 0.295, 0.22, 0.065, 0.1295, 0.052, 0.028, 0.035, 6
I, 0.38, 0.3, 0.09, 0.277, 0.1655, 0.0625, 0.082, 6
I, 0.4, 0.295, 0.095, 0.252, 0.1105, 0.0575, 0.066, 6
M, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, 8
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, 9
I, 0.185, 0.135, 0.045, 0.032, 0.011, 0.0065, 0.01, 4
I, 0.36, 0.27, 0.09, 0.2075, 0.098, 0.039, 0.062, 6
I, 0.455, 0.35, 0.135, 0.5365, 0.2855, 0.0855, 0.1325, 7
F, 0.69, 0.58, 0.195, 1.658, 0.708, 0.3615, 0.4715, 10
M, 0.51, 0.405, 0.125, 0.6925, 0.327, 0.155, 0.1805, 7
I, 0.54, 0.42, 0.14, 0.74, 0.3595, 0.159, 0.1985, 8
M, 0.63, 0.49, 0.15, 1.1955, 0.5845, 0.257, 0.3, 9
F, 0.64, 0.49, 0.18, 1.36, 0.653, 0.347, 0.305, 9
I, 0.41, 0.305, 0.1, 0.2645, 0.1, 0.0655, 0.085, 7
I, 0.48, 0.335, 0.125, 0.524, 0.246, 0.1095, 0.145, 7
I, 0.555, 0.43, 0.125, 0.7005, 0.3395, 0.1355, 0.2095, 8
F, 0.625, 0.49, 0.19, 1.7015, 0.7465, 0.4105, 0.3855, 11
M, 0.635, 0.5, 0.18, 1.2915, 0.594, 0.2695, 0.37, 9
I, 0.56, 0.42, 0.14, 0.837, 0.414, 0.214, 0.2, 8
I, 0.54, 0.415, 0.135, 0.709, 0.3195, 0.174, 0.185, 9
I, 0.57, 0.425, 0.14, 0.7655, 0.331, 0.14, 0.24, 10
F, 0.6, 0.5, 0.17, 1.13, 0.4405, 0.267, 0.335, 11
M, 0.63, 0.49, 0.155, 1.229, 0.535, 0.29, 0.335, 11
M, 0.67, 0.535, 0.19, 1.669, 0.7465, 0.2935, 0.508, 11
I, 0.435, 0.33, 0.095, 0.393, 0.219, 0.075, 0.0885, 6
I, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, 8
I, 0.39, 0.29, 0.1, 0.2845, 0.1255, 0.0635, 0.081, 7
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, 8
M, 0.59, 0.44, 0.135, 0.966, 0.439, 0.2145, 0.2605, 10
F, 0.55, 0.415, 0.135, 0.7635, 0.318, 0.21, 0.2, 9
F, 0.615, 0.48, 0.165, 1.1615, 0.513, 0.301, 0.305, 10
M, 0.53, 0.435, 0.16, 0.883, 0.316, 0.164, 0.335, 15
M, 0.53, 0.415, 0.14, 0.724, 0.3105, 0.1675, 0.205, 10
F, 0.47, 0.365, 0.105, 0.4205, 0.163, 0.1035, 0.14, 9
M, 0.55, 0.405, 0.14, 0.8025, 0.244, 0.1635, 0.255, 10
I, 0.36, 0.275, 0.085, 0.1975, 0.0745, 0.0415, 0.07, 9
I, 0.265, 0.205, 0.07, 0.1055, 0.039, 0.041, 0.035, 5
M, 0.7, 0.58, 0.205, 2.13, 0.7415, 0.49, 0.58, 20
M, 0.745, 0.585, 0.215, 2.499, 0.9265, 0.472, 0.7, 17
F, 0.685, 0.545, 0.18, 1.768, 0.7495, 0.392, 0.485, 16
M, 0.63, 0.49, 0.19, 1.1775, 0.4935, 0.3365, 0.285, 11
F, 0.44, 0.355, 0.115, 0.415, 0.1585, 0.0925, 0.131, 11
M, 0.195, 0.145, 0.05, 0.032, 0.01, 0.0080, 0.012, 4
M, 0.28, 0.205, 0.1, 0.1165, 0.0545, 0.0285, 0.03, 5
M, 0.52, 0.385, 0.115, 0.669, 0.2385, 0.172, 0.205, 12
I, 0.395, 0.29, 0.095, 0.319, 0.138, 0.08, 0.082, 7
M, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, 10
F, 0.53, 0.425, 0.13, 0.7585, 0.325, 0.197, 0.205, 8
I, 0.45, 0.34, 0.12, 0.4925, 0.241, 0.1075, 0.12, 6
M, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, 8
M, 0.63, 0.47, 0.155, 1.1325, 0.589, 0.211, 0.287, 8
I, 0.385, 0.29, 0.09, 0.2615, 0.111, 0.0595, 0.0745, 9
I, 0.53, 0.415, 0.13, 0.694, 0.3905, 0.111, 0.167, 9
M, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, 10
I, 0.37, 0.27, 0.095, 0.2175, 0.097, 0.046, 0.065, 6
I, 0.475, 0.36, 0.145, 0.6325, 0.2825, 0.137, 0.19, 8
I, 0.54, 0.43, 0.14, 0.8195, 0.3935, 0.1725, 0.2295, 9
F, 0.61, 0.485, 0.18, 1.2795, 0.5735, 0.2855, 0.355, 7
F, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, 9
M, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, 10
F, 0.74, 0.565, 0.205, 2.119, 0.9655, 0.5185, 0.482, 12
I, 0.535, 0.385, 0.18, 1.0835, 0.4955, 0.2295, 0.304, 8
M, 0.565, 0.415, 0.125, 0.667, 0.302, 0.1545, 0.185, 7
F, 0.605, 0.455, 0.145, 0.862, 0.334, 0.1985, 0.3, 9
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, 10
F, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, 10
F, 0.705, 0.57, 0.185, 1.761, 0.747, 0.3725, 0.488, 10
M, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, 10
M, 0.6, 0.485, 0.175, 1.2675, 0.4995, 0.2815, 0.38, 13
M, 0.585, 0.455, 0.125, 1.027, 0.391, 0.212, 0.25, 17
I, 0.435, 0.335, 0.11, 0.383, 0.1555, 0.0675, 0.135, 12
F, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, 10
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, 9
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, 9
I, 0.405, 0.31, 0.11, 0.91, 0.416, 0.2075, 0.0995, 8
I, 0.405, 0.3, 0.09, 0.2885, 0.138, 0.0635, 0.0765, 6
F, 0.66, 0.525, 0.2, 1.463, 0.6525, 0.2995, 0.422, 11
M, 0.665, 0.515, 0.19, 1.6385, 0.831, 0.3575, 0.371, 11
I, 0.505, 0.425, 0.125, 0.6115, 0.245, 0.1375, 0.2, 9
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, 9
M, 0.64, 0.485, 0.16, 1.006, 0.456, 0.2245, 0.2835, 9
F, 0.57, 0.47, 0.14, 0.871, 0.385, 0.211, 0.2315, 10
M, 0.5, 0.385, 0.135, 0.551, 0.2245, 0.0715, 0.206, 11
F, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, 10
M, 0.695, 0.53, 0.15, 1.477, 0.6375, 0.3025, 0.43, 14
M, 0.505, 0.385, 0.11, 0.655, 0.3185, 0.15, 0.185, 9
I, 0.375, 0.28, 0.1, 0.2565, 0.1165, 0.0585, 0.0725, 12
I, 0.54, 0.435, 0.145, 0.97, 0.4285, 0.22, 0.264, 17
F, 0.475, 0.35, 0.115, 0.487, 0.194, 0.1455, 0.125, 13
I, 0.415, 0.31, 0.105, 0.3595, 0.167, 0.083, 0.0915, 6
I, 0.25, 0.18, 0.065, 0.0805, 0.0345, 0.0185, 0.0215, 4
M, 0.72, 0.565, 0.2, 1.787, 0.718, 0.385, 0.529, 11
I, 0.47, 0.355, 0.115, 0.4155, 0.167, 0.084, 0.139, 7
F, 0.585, 0.45, 0.145, 0.9835, 0.4845, 0.242, 0.22, 9
M, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, 10
I, 0.36, 0.265, 0.09, 0.2055, 0.096, 0.037, 0.0585, 7
M, 0.6, 0.475, 0.23, 1.157, 0.522, 0.2235, 0.36, 11
F, 0.625, 0.475, 0.16, 1.3335, 0.605, 0.2875, 0.319, 10
I, 0.295, 0.22, 0.085, 0.1285, 0.0585, 0.027, 0.0365, 5
I, 0.36, 0.25, 0.115, 0.465, 0.21, 0.1055, 0.128, 7
F, 0.485, 0.365, 0.15, 0.9145, 0.4145, 0.199, 0.273, 7
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, 8
F, 0.46, 0.365, 0.115, 0.4485, 0.165, 0.083, 0.17, 14
M, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, 8
F, 0.56, 0.46, 0.18, 0.97, 0.342, 0.196, 0.355, 12
M, 0.375, 0.28, 0.095, 0.2225, 0.0875, 0.043, 0.08, 10
F, 0.465, 0.39, 0.11, 0.6355, 0.1815, 0.157, 0.225, 13
