@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
M, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, 12
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, 10
F, 0.655, 0.54, 0.175, 1.5585, 0.7285, 0.402, 0.385, 11
F, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, 12
I, 0.24, 0.185, 0.06, 0.0655, 0.0295, 5.0E-4, 0.02, 4
I, 0.335, 0.26, 0.085, 0.192, 0.097, 0.03, 0.054, 6
I, 0.4, 0.31, 0.115, 0.314, 0.1545, 0.0595, 0.087, 6
I, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, 8
I, 0.475, 0.355, 0.125, 0.4865, 0.2155, 0.1105, 0.142, 9
I, 0.53, 0.42, 0.13, 0.658, 0.296, 0.1245, 0.198, 8
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, 9
M, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, 9
F, 0.6, 0.47, 0.17, 1.0805, 0.4995, 0.2245, 0.3205, 9
F, 0.6, 0.475, 0.17, 1.088, 0.4905, 0.2475, 0.31, 10
M, 0.65, 0.515, 0.185, 1.3745, 0.75, 0.1805, 0.369, 12
F, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, 9
F, 0.66, 0.5, 0.155, 1.3765, 0.6485, 0.288, 0.335, 12
I, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, 8
I, 0.395, 0.3, 0.09, 0.2855, 0.1385, 0.0625, 0.077, 5
I, 0.42, 0.325, 0.11, 0.325, 0.1245, 0.0755, 0.1025, 7
I, 0.455, 0.37, 0.11, 0.514, 0.2385, 0.1235, 0.126, 8
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, 9
M, 0.715, 0.525, 0.2, 1.89, 0.95, 0.436, 0.4305, 10
I, 0.285, 0.225, 0.07, 0.1005, 0.0425, 0.0185, 0.035, 7
I, 0.3, 0.225, 0.075, 0.1345, 0.057, 0.028, 0.044, 5
I, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, 8
F, 0.525, 0.425, 0.14, 0.8735, 0.4205, 0.182, 0.2225, 10
I, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, 9
I, 0.53, 0.395, 0.125, 0.6235, 0.2975, 0.108, 0.195, 11
I, 0.535, 0.45, 0.155, 0.8075, 0.3655, 0.148, 0.2595, 10
F, 0.545, 0.41, 0.125, 0.654, 0.2945, 0.1315, 0.205, 10
F, 0.585, 0.42, 0.155, 1.034, 0.437, 0.2225, 0.32, 11
F, 0.585, 0.465, 0.145, 0.9855, 0.4325, 0.2145, 0.2845, 10
M, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, 8
I, 0.62, 0.47, 0.155, 0.966, 0.447, 0.171, 0.284, 11
M, 0.65, 0.525, 0.19, 1.3685, 0.5975, 0.296, 0.4, 11
F, 0.66, 0.53, 0.17, 1.431, 0.622, 0.309, 0.398, 10
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, 9
F, 0.675, 0.535, 0.185, 1.5575, 0.7035, 0.402, 0.4, 11
F, 0.705, 0.53, 0.17, 1.564, 0.612, 0.394, 0.44, 10
M, 0.78, 0.6, 0.21, 2.548, 1.1945, 0.5745, 0.6745, 11
M, 0.515, 0.37, 0.115, 0.6145, 0.3415, 0.155, 0.146, 9
F, 0.695, 0.525, 0.205, 1.8185, 0.819, 0.4025, 0.4525, 13
I, 0.275, 0.205, 0.065, 0.101, 0.041, 0.021, 0.034, 5
I, 0.45, 0.335, 0.115, 0.3935, 0.195, 0.071, 0.11, 7
I, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, 8
I, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, 9
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, 9
I, 0.535, 0.45, 0.135, 0.728, 0.2845, 0.1845, 0.265, 9
F, 0.555, 0.44, 0.14, 0.846, 0.346, 0.1715, 0.2735, 10
M, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, 10
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, 9
I, 0.58, 0.42, 0.14, 0.701, 0.3285, 0.102, 0.2255, 9
M, 0.58, 0.45, 0.155, 0.8275, 0.321, 0.1975, 0.2445, 8
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, 9
M, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, 10
M, 0.615, 0.48, 0.185, 1.2205, 0.4985, 0.315, 0.33, 10
M, 0.625, 0.5, 0.185, 1.2425, 0.5995, 0.248, 0.335, 10
I, 0.32, 0.23, 0.06, 0.129, 0.0615, 0.0275, 0.0355, 7
M, 0.555, 0.445, 0.13, 0.8625, 0.4225, 0.155, 0.24, 9
M, 0.565, 0.445, 0.14, 0.836, 0.406, 0.1605, 0.2245, 9
F, 0.545, 0.42, 0.175, 0.754, 0.256, 0.1775, 0.275, 10
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, 9
F, 0.375, 0.295, 0.11, 0.3005, 0.1255, 0.0575, 0.1035, 7
F, 0.655, 0.5, 0.18, 1.4155, 0.508, 0.314, 0.445, 18
M, 0.62, 0.5, 0.2, 1.221, 0.4605, 0.263, 0.43, 12
F, 0.5, 0.4, 0.15, 0.8085, 0.273, 0.112, 0.295, 13
M, 0.445, 0.345, 0.14, 0.476, 0.2055, 0.1015, 0.1085, 15
I, 0.56, 0.445, 0.165, 1.0285, 0.4535, 0.253, 0.275, 11
F, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, 10
M, 0.295, 0.23, 0.085, 0.125, 0.042, 0.0285, 0.043, 8
M, 0.395, 0.28, 0.08, 0.266, 0.0995, 0.066, 0.09, 12
I, 0.58, 0.42, 0.16, 0.728, 0.2725, 0.19, 0.19, 14
I, 0.235, 0.18, 0.06, 0.058, 0.022, 0.0145, 0.018, 6
F, 0.53, 0.4, 0.165, 0.772, 0.2855, 0.1975, 0.23, 12
I, 0.42, 0.32, 0.115, 0.409, 0.2055, 0.0935, 0.105, 8
I, 0.45, 0.35, 0.135, 0.494, 0.2205, 0.0945, 0.1405, 7
F, 0.585, 0.45, 0.125, 0.874, 0.3545, 0.2075, 0.225, 6
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.2455, 0.33, 10
F, 0.655, 0.545, 0.185, 1.759, 0.6865, 0.313, 0.547, 11
M, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, 10
I, 0.51, 0.39, 0.125, 0.597, 0.293, 0.1265, 0.1555, 8
F, 0.555, 0.43, 0.14, 0.7545, 0.3525, 0.1835, 0.2015, 9
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, 9
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, 9
M, 0.625, 0.48, 0.175, 1.065, 0.4865, 0.259, 0.285, 10
F, 0.64, 0.525, 0.175, 1.382, 0.646, 0.3115, 0.37, 9
M, 0.66, 0.505, 0.19, 1.4385, 0.6775, 0.285, 0.178, 11
M, 0.59, 0.45, 0.16, 0.998, 0.445, 0.214, 0.301, 9
F, 0.69, 0.535, 0.185, 1.826, 0.797, 0.409, 0.499, 11
M, 0.62, 0.465, 0.145, 0.911, 0.375, 0.2145, 0.278, 10
I, 0.37, 0.275, 0.08, 0.2325, 0.093, 0.056, 0.072, 6
I, 0.4, 0.3, 0.115, 0.318, 0.1335, 0.0725, 0.0935, 6
M, 0.55, 0.385, 0.13, 0.7275, 0.343, 0.1625, 0.19, 8
M, 0.61, 0.365, 0.155, 1.0765, 0.488, 0.249, 0.27, 9
M, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, 11
F, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, 9
M, 0.48, 0.365, 0.13, 0.5305, 0.2405, 0.127, 0.139, 8
M, 0.625, 0.48, 0.16, 1.2415, 0.6575, 0.2625, 0.2785, 9
M, 0.65, 0.525, 0.185, 1.3455, 0.586, 0.278, 0.3865, 9
M, 0.35, 0.265, 0.09, 0.197, 0.073, 0.0365, 0.077, 7
I, 0.46, 0.365, 0.11, 0.4495, 0.1755, 0.102, 0.15, 8
I, 0.49, 0.375, 0.115, 0.557, 0.2275, 0.1335, 0.1765, 8
M, 0.58, 0.45, 0.14, 0.824, 0.3465, 0.1765, 0.263, 10
I, 0.585, 0.47, 0.17, 0.985, 0.3695, 0.2395, 0.315, 10
F, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, 10
M, 0.655, 0.525, 0.18, 1.402, 0.624, 0.2935, 0.365, 13
M, 0.77, 0.605, 0.175, 2.0505, 0.8005, 0.526, 0.355, 11
I, 0.33, 0.23, 0.08, 0.14, 0.0565, 0.0365, 0.046, 7
F, 0.585, 0.475, 0.165, 1.053, 0.458, 0.217, 0.3, 11
I, 0.31, 0.235, 0.07, 0.151, 0.063, 0.0405, 0.045, 6
I, 0.17, 0.13, 0.095, 0.03, 0.013, 0.0080, 0.01, 4
I, 0.4, 0.3, 0.11, 0.315, 0.109, 0.067, 0.12, 9
M, 0.53, 0.42, 0.165, 0.8945, 0.319, 0.239, 0.245, 11
M, 0.27, 0.2, 0.08, 0.1205, 0.0465, 0.028, 0.04, 6
M, 0.36, 0.27, 0.1, 0.217, 0.0885, 0.0495, 0.0715, 6
F, 0.47, 0.36, 0.13, 0.472, 0.182, 0.114, 0.15, 10
M, 0.385, 0.31, 0.1, 0.2845, 0.1065, 0.075, 0.1, 11
F, 0.645, 0.525, 0.19, 1.8085, 0.7035, 0.3885, 0.395, 18
M, 0.605, 0.5, 0.175, 1.098, 0.4765, 0.232, 0.375, 12
M, 0.675, 0.555, 0.2, 1.4385, 0.545, 0.2665, 0.465, 21
F, 0.62, 0.52, 0.225, 1.1835, 0.378, 0.27, 0.395, 23
I, 0.605, 0.47, 0.14, 0.939, 0.3385, 0.201, 0.32, 13
M, 0.48, 0.375, 0.145, 0.777, 0.216, 0.13, 0.17, 9
F, 0.53, 0.41, 0.165, 0.8115, 0.24, 0.169, 0.24, 19
F, 0.37, 0.275, 0.1, 0.2225, 0.093, 0.026, 0.08, 8
M, 0.525, 0.41, 0.13, 0.99, 0.3865, 0.243, 0.295, 15
I, 0.235, 0.175, 0.055, 0.067, 0.027, 0.0125, 0.018, 6
M, 0.47, 0.375, 0.12, 0.5805, 0.266, 0.0935, 0.169, 8
F, 0.575, 0.465, 0.14, 0.958, 0.442, 0.1815, 0.2705, 9
I, 0.195, 0.15, 0.045, 0.0375, 0.018, 0.0060, 0.011, 3
I, 0.245, 0.18, 0.065, 0.071, 0.03, 0.013, 0.0215, 4
I, 0.28, 0.21, 0.085, 0.1075, 0.0415, 0.024, 0.034, 5
M, 0.69, 0.53, 0.21, 1.583, 0.7355, 0.405, 0.3865, 12
M, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, 10
I, 0.52, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, 9
M, 0.615, 0.475, 0.17, 1.129, 0.4795, 0.302, 0.3, 10
M, 0.635, 0.51, 0.155, 0.986, 0.405, 0.2255, 0.31, 10
I, 0.475, 0.365, 0.115, 0.459, 0.2175, 0.093, 0.1165, 7
F, 0.55, 0.43, 0.14, 0.84, 0.375, 0.218, 0.1945, 8
F, 0.59, 0.465, 0.15, 1.151, 0.613, 0.239, 0.2515, 9
I, 0.39, 0.29, 0.1, 0.2225, 0.095, 0.0465, 0.073, 7
M, 0.645, 0.5, 0.175, 1.286, 0.5645, 0.288, 0.386, 12
F, 0.675, 0.53, 0.175, 1.4465, 0.6775, 0.33, 0.389, 10
I, 0.41, 0.335, 0.105, 0.3305, 0.1405, 0.064, 0.105, 7
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, 8
I, 0.47, 0.375, 0.12, 0.487, 0.196, 0.099, 0.135, 8
M, 0.575, 0.445, 0.145, 0.876, 0.3795, 0.1615, 0.27, 10
I, 0.605, 0.49, 0.165, 1.071, 0.482, 0.1935, 0.352, 10
F, 0.61, 0.47, 0.165, 1.1785, 0.566, 0.2785, 0.294, 11
I, 0.21, 0.15, 0.055, 0.0465, 0.017, 0.012, 0.015, 5
I, 0.35, 0.235, 0.08, 0.17, 0.0725, 0.0465, 0.0495, 7
M, 0.46, 0.345, 0.11, 0.4595, 0.235, 0.0885, 0.116, 7
I, 0.49, 0.37, 0.11, 0.538, 0.271, 0.1035, 0.139, 8
F, 0.55, 0.47, 0.15, 0.897, 0.377, 0.184, 0.29, 9
I, 0.19, 0.13, 0.03, 0.0295, 0.0155, 0.015, 0.01, 6
F, 0.65, 0.515, 0.195, 1.4005, 0.5195, 0.36, 0.44, 13
F, 0.625, 0.525, 0.215, 1.5765, 0.5115, 0.2595, 0.665, 16
F, 0.52, 0.425, 0.15, 0.813, 0.385, 0.2015, 0.23, 10
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, 8
M, 0.54, 0.42, 0.12, 0.8115, 0.392, 0.1455, 0.2235, 9
I, 0.37, 0.29, 0.08, 0.2545, 0.108, 0.0565, 0.07, 6
F, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, 9
M, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, 10
I, 0.37, 0.275, 0.09, 0.2065, 0.096, 0.0395, 0.058, 7
F, 0.72, 0.565, 0.17, 1.613, 0.723, 0.3255, 0.4945, 12
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, 8
I, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, 9
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, 10
M, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, 9
I, 0.52, 0.41, 0.14, 0.6625, 0.2775, 0.1555, 0.196, 11
I, 0.52, 0.395, 0.115, 0.6445, 0.3155, 0.1245, 0.186, 11
F, 0.625, 0.48, 0.2, 1.3235, 0.6075, 0.3055, 0.355, 9
F, 0.61, 0.48, 0.19, 1.2955, 0.5215, 0.3225, 0.365, 12
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, 9
M, 0.61, 0.47, 0.155, 1.0325, 0.497, 0.2175, 0.2785, 9
M, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, 9
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, 9
F, 0.645, 0.525, 0.17, 1.37, 0.6135, 0.283, 0.34, 10
I, 0.245, 0.175, 0.055, 0.0785, 0.04, 0.018, 0.02, 5
M, 0.585, 0.465, 0.15, 0.98, 0.4315, 0.2545, 0.247, 9
M, 0.66, 0.485, 0.155, 1.2275, 0.61, 0.274, 0.3, 8
I, 0.54, 0.415, 0.155, 0.702, 0.322, 0.167, 0.19, 10
F, 0.575, 0.45, 0.12, 0.9585, 0.447, 0.169, 0.275, 12
F, 0.695, 0.56, 0.185, 1.7715, 0.8195, 0.331, 0.437, 10
M, 0.56, 0.45, 0.145, 0.9355, 0.425, 0.1645, 0.2725, 11
F, 0.57, 0.45, 0.15, 0.9645, 0.531, 0.189, 0.209, 9
F, 0.655, 0.5, 0.22, 1.359, 0.642, 0.3255, 0.405, 13
