@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, 9
M, 0.605, 0.455, 0.16, 1.1215, 0.533, 0.273, 0.271, 10
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, 9
F, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, 12
I, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, 8
I, 0.51, 0.395, 0.105, 0.5525, 0.234, 0.127, 0.165, 8
I, 0.535, 0.4, 0.145, 0.705, 0.3065, 0.1365, 0.22, 10
I, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, 10
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, 9
F, 0.63, 0.475, 0.15, 1.072, 0.433, 0.2975, 0.315, 8
M, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, 10
F, 0.705, 0.56, 0.17, 1.4575, 0.607, 0.318, 0.44, 11
M, 0.74, 0.58, 0.205, 2.381, 0.8155, 0.4695, 0.488, 12
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, 10
I, 0.525, 0.4, 0.125, 0.5655, 0.2435, 0.119, 0.175, 8
M, 0.595, 0.46, 0.155, 1.03, 0.4275, 0.207, 0.3305, 10
F, 0.605, 0.48, 0.175, 1.1685, 0.4815, 0.2305, 0.356, 9
M, 0.68, 0.52, 0.175, 1.543, 0.7525, 0.351, 0.374, 11
M, 0.535, 0.41, 0.15, 0.8105, 0.345, 0.187, 0.24, 11
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, 9
I, 0.335, 0.25, 0.095, 0.185, 0.0795, 0.0495, 0.055, 8
M, 0.5, 0.42, 0.125, 0.62, 0.255, 0.15, 0.205, 11
F, 0.675, 0.535, 0.22, 1.604, 0.6175, 0.4255, 0.453, 14
M, 0.385, 0.3, 0.115, 0.3435, 0.1645, 0.085, 0.1025, 6
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, 9
M, 0.41, 0.335, 0.115, 0.4405, 0.19, 0.085, 0.135, 8
M, 0.525, 0.395, 0.165, 0.782, 0.285, 0.1405, 0.285, 19
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, 9
F, 0.45, 0.36, 0.11, 0.447, 0.203, 0.082, 0.13, 12
I, 0.33, 0.25, 0.075, 0.1405, 0.056, 0.035, 0.05, 5
M, 0.295, 0.225, 0.09, 0.1385, 0.048, 0.046, 0.05, 9
M, 0.545, 0.45, 0.16, 0.8615, 0.2925, 0.1545, 0.365, 16
F, 0.645, 0.5, 0.225, 1.626, 0.587, 0.4055, 0.41, 15
M, 0.45, 0.355, 0.115, 0.478, 0.18, 0.1185, 0.155, 10
I, 0.38, 0.3, 0.1, 0.286, 0.1305, 0.056, 0.09, 7
I, 0.41, 0.33, 0.105, 0.335, 0.1525, 0.074, 0.11, 7
F, 0.595, 0.5, 0.18, 1.053, 0.4405, 0.192, 0.39, 13
M, 0.76, 0.575, 0.19, 1.829, 0.7035, 0.386, 0.56, 14
F, 0.615, 0.5, 0.165, 1.1765, 0.488, 0.244, 0.345, 17
F, 0.455, 0.375, 0.125, 0.458, 0.1985, 0.111, 0.12, 10
I, 0.54, 0.4, 0.145, 0.757, 0.315, 0.181, 0.215, 11
I, 0.52, 0.39, 0.14, 0.7325, 0.2415, 0.144, 0.26, 19
F, 0.645, 0.49, 0.19, 1.3065, 0.479, 0.3565, 0.345, 18
F, 0.5, 0.4, 0.165, 0.7105, 0.27, 0.1455, 0.225, 20
M, 0.52, 0.41, 0.115, 0.77, 0.263, 0.157, 0.26, 11
I, 0.235, 0.175, 0.065, 0.0615, 0.0205, 0.02, 0.019, 6
M, 0.485, 0.385, 0.105, 0.556, 0.296, 0.104, 0.133, 7
M, 0.69, 0.55, 0.195, 1.777, 0.769, 0.38, 0.4305, 11
I, 0.27, 0.19, 0.06, 0.099, 0.0445, 0.017, 0.03, 5
I, 0.385, 0.285, 0.09, 0.248, 0.0935, 0.066, 0.07, 6
I, 0.475, 0.35, 0.12, 0.4905, 0.2035, 0.13, 0.135, 7
F, 0.525, 0.41, 0.115, 0.7745, 0.416, 0.163, 0.18, 7
M, 0.72, 0.6, 0.235, 2.2385, 0.984, 0.411, 0.621, 12
I, 0.315, 0.23, 0.0, 0.134, 0.0575, 0.0285, 0.3505, 6
F, 0.68, 0.55, 0.175, 1.473, 0.713, 0.282, 0.4295, 11
I, 0.435, 0.325, 0.1, 0.366, 0.174, 0.0725, 0.109, 7
I, 0.44, 0.325, 0.11, 0.4965, 0.258, 0.1195, 0.1075, 8
I, 0.485, 0.365, 0.09, 0.651, 0.3165, 0.132, 0.18, 8
I, 0.56, 0.44, 0.155, 0.811, 0.3685, 0.178, 0.235, 11
F, 0.58, 0.425, 0.155, 0.873, 0.3615, 0.249, 0.239, 10
M, 0.6, 0.46, 0.155, 0.6655, 0.285, 0.149, 0.269, 11
M, 0.625, 0.495, 0.155, 1.025, 0.46, 0.1945, 0.34, 9
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, 9
M, 0.625, 0.5, 0.175, 1.0565, 0.4615, 0.258, 0.305, 10
M, 0.625, 0.47, 0.145, 1.7855, 0.675, 0.247, 0.3245, 13
F, 0.625, 0.485, 0.165, 1.2255, 0.5075, 0.296, 0.36, 10
M, 0.645, 0.51, 0.165, 1.403, 0.5755, 0.2515, 0.4545, 11
I, 0.485, 0.375, 0.11, 0.464, 0.2015, 0.09, 0.149, 8
I, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, 8
M, 0.55, 0.43, 0.18, 0.8265, 0.4405, 0.159, 0.225, 10
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, 9
M, 0.585, 0.51, 0.16, 1.218, 0.639, 0.241, 0.3, 11
M, 0.6, 0.47, 0.13, 1.0105, 0.423, 0.219, 0.298, 9
M, 0.625, 0.5, 0.18, 1.3705, 0.645, 0.303, 0.3705, 12
F, 0.635, 0.485, 0.155, 1.073, 0.467, 0.1975, 0.35, 11
F, 0.675, 0.52, 0.175, 1.494, 0.7365, 0.3055, 0.37, 9
F, 0.71, 0.545, 0.175, 1.907, 0.8725, 0.4565, 0.475, 11
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, 9
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, 8
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, 10
I, 0.3, 0.215, 0.05, 0.1185, 0.048, 0.0225, 0.042, 4
I, 0.5, 0.385, 0.12, 0.516, 0.197, 0.1305, 0.165, 8
F, 0.595, 0.455, 0.14, 0.914, 0.3895, 0.2225, 0.271, 9
I, 0.35, 0.25, 0.075, 0.1695, 0.0835, 0.0355, 0.041, 6
I, 0.37, 0.28, 0.09, 0.218, 0.0995, 0.0545, 0.0615, 7
M, 0.475, 0.36, 0.14, 0.5135, 0.241, 0.1045, 0.155, 8
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, 9
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, 9
M, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, 10
M, 0.6, 0.475, 0.205, 1.176, 0.5255, 0.2875, 0.308, 9
F, 0.625, 0.485, 0.15, 1.0945, 0.531, 0.261, 0.296, 10
F, 0.55, 0.44, 0.15, 0.8945, 0.3145, 0.151, 0.32, 19
M, 0.605, 0.475, 0.18, 0.9365, 0.394, 0.219, 0.295, 15
M, 0.45, 0.345, 0.105, 0.4115, 0.18, 0.1125, 0.135, 7
F, 0.615, 0.475, 0.17, 1.1025, 0.4695, 0.2355, 0.345, 14
M, 0.695, 0.56, 0.19, 1.494, 0.588, 0.3425, 0.485, 15
F, 0.515, 0.425, 0.14, 0.766, 0.304, 0.1725, 0.255, 14
F, 0.575, 0.46, 0.19, 0.994, 0.392, 0.2425, 0.34, 13
I, 0.315, 0.21, 0.06, 0.125, 0.06, 0.0375, 0.035, 5
I, 0.295, 0.215, 0.085, 0.128, 0.049, 0.034, 0.04, 6
M, 0.55, 0.41, 0.125, 0.7605, 0.2505, 0.1635, 0.195, 14
I, 0.32, 0.255, 0.1, 0.1755, 0.073, 0.0415, 0.065, 7
M, 0.5, 0.38, 0.155, 0.5955, 0.2135, 0.161, 0.2, 12
M, 0.61, 0.48, 0.15, 1.2, 0.56, 0.2455, 0.28, 14
F, 0.585, 0.45, 0.17, 0.8685, 0.3325, 0.1635, 0.27, 22
M, 0.545, 0.41, 0.14, 0.625, 0.223, 0.16, 0.235, 13
F, 0.57, 0.44, 0.14, 0.9535, 0.3785, 0.201, 0.305, 17
I, 0.62, 0.485, 0.18, 1.1785, 0.4675, 0.2655, 0.39, 13
M, 0.565, 0.44, 0.185, 0.909, 0.344, 0.2325, 0.255, 15
I, 0.28, 0.205, 0.07, 0.1015, 0.041, 0.03, 0.03, 6
I, 0.36, 0.3, 0.085, 0.27, 0.1185, 0.064, 0.0745, 7
F, 0.55, 0.45, 0.15, 0.875, 0.362, 0.1755, 0.2765, 10
I, 0.345, 0.265, 0.1, 0.2455, 0.111, 0.0535, 0.065, 7
I, 0.385, 0.265, 0.08, 0.251, 0.124, 0.037, 0.07, 6
M, 0.5, 0.4, 0.125, 0.6725, 0.336, 0.12, 0.1825, 7
M, 0.595, 0.475, 0.165, 1.213, 0.621, 0.2435, 0.274, 9
M, 0.66, 0.535, 0.19, 1.5905, 0.6425, 0.297, 0.5175, 9
M, 0.43, 0.335, 0.12, 0.397, 0.1985, 0.0865, 0.1035, 7
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, 8
M, 0.59, 0.47, 0.18, 1.187, 0.5985, 0.227, 0.31, 9
I, 0.6, 0.475, 0.15, 1.12, 0.565, 0.2465, 0.27, 10
M, 0.63, 0.485, 0.145, 1.062, 0.5065, 0.1785, 0.3365, 12
M, 0.645, 0.51, 0.155, 1.539, 0.6405, 0.3585, 0.43, 11
I, 0.415, 0.325, 0.1, 0.313, 0.139, 0.0625, 0.0965, 7
M, 0.62, 0.48, 0.15, 1.266, 0.6285, 0.2575, 0.309, 12
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.2315, 0.3035, 10
M, 0.72, 0.57, 0.2, 1.8275, 0.919, 0.366, 0.485, 10
I, 0.5, 0.38, 0.11, 0.5605, 0.28, 0.106, 0.15, 9
I, 0.54, 0.39, 0.125, 0.6255, 0.2525, 0.158, 0.19, 8
M, 0.555, 0.435, 0.14, 0.7495, 0.341, 0.1645, 0.214, 8
I, 0.565, 0.46, 0.155, 0.8715, 0.3755, 0.215, 0.25, 10
M, 0.57, 0.415, 0.13, 0.88, 0.4275, 0.1955, 0.238, 13
M, 0.62, 0.49, 0.16, 1.035, 0.44, 0.2525, 0.285, 11
M, 0.64, 0.49, 0.155, 1.1285, 0.477, 0.269, 0.34, 9
F, 0.655, 0.525, 0.175, 1.348, 0.5855, 0.2605, 0.394, 10
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, 8
F, 0.455, 0.355, 1.13, 0.594, 0.332, 0.116, 0.1335, 8
F, 0.585, 0.485, 0.15, 1.079, 0.4145, 0.2115, 0.356, 11
M, 0.665, 0.535, 0.225, 2.1835, 0.7535, 0.391, 0.885, 27
F, 0.72, 0.575, 0.215, 2.226, 0.8955, 0.405, 0.62, 13
F, 0.52, 0.41, 0.17, 0.8705, 0.3735, 0.219, 0.25, 14
I, 0.485, 0.415, 0.14, 0.5705, 0.25, 0.134, 0.185, 8
F, 0.45, 0.36, 0.105, 0.4715, 0.2035, 0.0935, 0.149, 9
F, 0.62, 0.475, 0.16, 1.3245, 0.6865, 0.233, 0.3275, 9
F, 0.635, 0.495, 0.18, 1.596, 0.617, 0.317, 0.37, 11
M, 0.595, 0.47, 0.165, 1.108, 0.4915, 0.2325, 0.3345, 9
F, 0.605, 0.48, 0.15, 1.079, 0.4505, 0.2835, 0.293, 10
I, 0.335, 0.26, 0.09, 0.1965, 0.0875, 0.041, 0.056, 7
M, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, 8
M, 0.69, 0.515, 0.18, 1.8445, 0.9815, 0.4655, 0.341, 13
M, 0.535, 0.405, 0.175, 1.2705, 0.548, 0.3265, 0.337, 13
I, 0.55, 0.445, 0.145, 0.783, 0.3045, 0.157, 0.265, 11
F, 0.64, 0.5, 0.15, 1.2015, 0.559, 0.231, 0.3355, 9
F, 0.545, 0.405, 0.175, 0.98, 0.2585, 0.207, 0.38, 18
F, 0.635, 0.505, 0.185, 1.3035, 0.501, 0.295, 0.41, 17
M, 0.41, 0.325, 0.12, 0.3745, 0.158, 0.081, 0.125, 12
M, 0.41, 0.31, 0.125, 0.3595, 0.1415, 0.0885, 0.115, 11
I, 0.6, 0.445, 0.175, 1.057, 0.383, 0.216, 0.355, 16
M, 0.44, 0.35, 0.14, 0.451, 0.171, 0.0705, 0.184, 16
I, 0.435, 0.34, 0.11, 0.407, 0.1685, 0.073, 0.13, 10
M, 0.455, 0.345, 0.15, 0.5795, 0.1685, 0.125, 0.215, 13
F, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, 11
M, 0.64, 0.5, 0.17, 1.4545, 0.642, 0.3575, 0.354, 9
I, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, 8
M, 0.715, 0.52, 0.18, 1.6, 0.708, 0.3525, 0.445, 12
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, 10
I, 0.37, 0.275, 0.095, 0.257, 0.1015, 0.055, 0.0825, 6
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, 9
I, 0.625, 0.485, 0.16, 1.15, 0.5255, 0.257, 0.3315, 11
M, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, 9
I, 0.285, 0.205, 0.07, 0.106, 0.039, 0.0285, 0.034, 5
I, 0.475, 0.36, 0.11, 0.452, 0.191, 0.099, 0.13, 8
F, 0.675, 0.54, 0.21, 1.593, 0.686, 0.318, 0.45, 11
M, 0.695, 0.58, 0.2, 1.8995, 0.675, 0.478, 0.5295, 13
F, 0.61, 0.49, 0.17, 1.137, 0.4605, 0.2825, 0.344, 12
F, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, 10
F, 0.71, 0.555, 0.17, 1.47, 0.5375, 0.38, 0.431, 12
F, 0.425, 0.35, 0.1, 0.4425, 0.175, 0.0755, 0.175, 7
I, 0.37, 0.275, 0.085, 0.2045, 0.096, 0.056, 0.08, 6
M, 0.445, 0.37, 0.125, 0.515, 0.2495, 0.087, 0.159, 9
M, 0.655, 0.515, 0.2, 1.373, 0.443, 0.3375, 0.49, 16
F, 0.475, 0.4, 0.115, 0.541, 0.186, 0.1025, 0.21, 13
F, 0.61, 0.5, 0.18, 1.438, 0.5185, 0.3735, 0.3345, 9
F, 0.67, 0.52, 0.195, 1.8065, 0.758, 0.3735, 0.5055, 11
I, 0.5, 0.36, 0.12, 0.439, 0.1875, 0.1055, 0.1305, 8
I, 0.58, 0.425, 0.145, 0.83, 0.379, 0.1605, 0.2575, 11
M, 0.63, 0.505, 0.155, 1.105, 0.492, 0.226, 0.325, 11
I, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, 10
