@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
F, 0.62, 0.48, 0.165, 1.043, 0.4835, 0.221, 0.31, 10
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, 9
I, 0.63, 0.465, 0.15, 1.0315, 0.4265, 0.24, 0.325, 11
M, 0.66, 0.515, 0.2, 1.6465, 0.749, 0.422, 0.401, 11
M, 0.675, 0.515, 0.145, 1.265, 0.6025, 0.299, 0.325, 10
I, 0.175, 0.125, 0.04, 0.028, 0.0095, 0.0080, 0.0090, 4
M, 0.545, 0.43, 0.155, 0.8035, 0.409, 0.144, 0.228, 7
M, 0.63, 0.515, 0.17, 1.385, 0.6355, 0.2955, 0.38, 11
F, 0.64, 0.5, 0.17, 1.12, 0.4955, 0.2645, 0.32, 12
F, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, 8
M, 0.66, 0.53, 0.175, 1.583, 0.7395, 0.3505, 0.405, 10
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, 10
I, 0.3, 0.22, 0.065, 0.1195, 0.052, 0.0155, 0.035, 5
I, 0.435, 0.325, 0.1, 0.342, 0.1335, 0.0835, 0.105, 6
I, 0.465, 0.37, 0.115, 0.4075, 0.1515, 0.0935, 0.1455, 9
I, 0.485, 0.365, 0.125, 0.426, 0.163, 0.0965, 0.151, 8
I, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, 9
I, 0.52, 0.415, 0.14, 0.6385, 0.2945, 0.1405, 0.171, 8
I, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, 10
I, 0.575, 0.44, 0.15, 0.983, 0.486, 0.215, 0.239, 8
F, 0.595, 0.44, 0.135, 0.964, 0.5005, 0.1715, 0.2575, 10
M, 0.605, 0.49, 0.165, 1.1245, 0.492, 0.222, 0.3555, 11
M, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, 10
M, 0.615, 0.47, 0.175, 1.242, 0.5675, 0.287, 0.317, 11
M, 0.62, 0.48, 0.165, 1.0855, 0.481, 0.2575, 0.305, 10
I, 0.63, 0.49, 0.17, 1.217, 0.5515, 0.212, 0.31, 11
M, 0.645, 0.51, 0.19, 1.4865, 0.6445, 0.296, 0.425, 12
M, 0.65, 0.525, 0.205, 1.4275, 0.69, 0.306, 0.4355, 13
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, 10
M, 0.675, 0.51, 0.17, 1.527, 0.809, 0.318, 0.341, 11
I, 0.235, 0.13, 0.075, 0.1585, 0.0685, 0.037, 0.0465, 5
I, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, 9
M, 0.51, 0.38, 0.135, 0.681, 0.3435, 0.142, 0.17, 9
M, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, 10
I, 0.4, 0.315, 0.1, 0.3225, 0.143, 0.0735, 0.091, 6
I, 0.43, 0.33, 0.095, 0.32, 0.118, 0.065, 0.123, 7
I, 0.515, 0.39, 0.12, 0.565, 0.235, 0.135, 0.179, 9
I, 0.53, 0.395, 0.115, 0.475, 0.2025, 0.101, 0.148, 8
F, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, 9
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, 10
M, 0.62, 0.48, 0.155, 1.2555, 0.527, 0.374, 0.3175, 11
F, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, 10
I, 0.355, 0.27, 0.1, 0.2255, 0.11, 0.042, 0.064, 7
F, 0.52, 0.375, 0.135, 0.5375, 0.221, 0.117, 0.17, 8
M, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, 8
M, 0.455, 0.35, 0.105, 0.416, 0.1625, 0.097, 0.145, 11
I, 0.32, 0.235, 0.065, 0.1385, 0.058, 0.0225, 0.05, 5
F, 0.61, 0.49, 0.17, 1.1775, 0.5655, 0.2385, 0.295, 15
F, 0.67, 0.545, 0.16, 1.5415, 0.5985, 0.2565, 0.495, 15
F, 0.46, 0.375, 0.12, 0.4915, 0.2205, 0.088, 0.17, 7
F, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, 9
M, 0.515, 0.4, 0.14, 0.7365, 0.2955, 0.184, 0.185, 16
F, 0.525, 0.43, 0.125, 0.813, 0.3315, 0.166, 0.1775, 12
I, 0.16, 0.12, 0.02, 0.018, 0.0075, 0.0045, 0.0050, 4
M, 0.245, 0.18, 0.065, 0.0635, 0.0245, 0.0135, 0.02, 4
I, 0.48, 0.39, 0.15, 0.6275, 0.276, 0.134, 0.185, 13
F, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, 8
F, 0.49, 0.37, 0.115, 0.541, 0.171, 0.1175, 0.185, 11
M, 0.555, 0.42, 0.145, 0.8695, 0.3075, 0.2575, 0.25, 14
M, 0.525, 0.41, 0.165, 0.8005, 0.2635, 0.1985, 0.25, 13
F, 0.555, 0.44, 0.155, 1.016, 0.4935, 0.1855, 0.263, 10
F, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, 10
M, 0.63, 0.48, 0.185, 1.21, 0.53, 0.2555, 0.322, 11
M, 0.67, 0.51, 0.2, 1.5945, 0.6705, 0.3845, 0.4505, 10
I, 0.375, 0.28, 0.08, 0.2235, 0.115, 0.043, 0.055, 6
I, 0.415, 0.31, 0.095, 0.34, 0.181, 0.057, 0.083, 6
I, 0.48, 0.35, 0.105, 0.635, 0.352, 0.127, 0.135, 6
F, 0.585, 0.46, 0.15, 1.0035, 0.503, 0.2105, 0.2515, 11
F, 0.62, 0.465, 0.14, 1.011, 0.479, 0.2385, 0.255, 8
M, 0.635, 0.48, 0.145, 1.181, 0.665, 0.229, 0.225, 10
M, 0.66, 0.515, 0.155, 1.4415, 0.7055, 0.3555, 0.335, 10
I, 0.33, 0.245, 0.065, 0.1445, 0.058, 0.032, 0.0505, 6
I, 0.495, 0.385, 0.125, 0.5125, 0.2075, 0.1155, 0.172, 10
I, 0.52, 0.41, 0.14, 0.5995, 0.242, 0.1375, 0.182, 11
I, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, 10
F, 0.575, 0.46, 0.165, 0.9575, 0.4815, 0.1945, 0.236, 10
F, 0.645, 0.5, 0.15, 1.159, 0.4675, 0.3355, 0.31, 9
M, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, 8
F, 0.63, 0.515, 0.16, 1.336, 0.553, 0.3205, 0.35, 11
I, 0.395, 0.31, 0.085, 0.317, 0.153, 0.0505, 0.0935, 7
I, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, 8
I, 0.545, 0.43, 0.14, 0.772, 0.289, 0.19, 0.2615, 8
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, 9
M, 0.57, 0.445, 0.16, 1.0145, 0.516, 0.164, 0.3, 10
M, 0.59, 0.45, 0.155, 0.874, 0.369, 0.2135, 0.24, 8
F, 0.635, 0.5, 0.175, 1.477, 0.684, 0.3005, 0.39, 12
F, 0.65, 0.495, 0.16, 1.3105, 0.577, 0.3315, 0.355, 9
F, 0.675, 0.51, 0.15, 1.1965, 0.475, 0.304, 0.386, 11
M, 0.68, 0.545, 0.185, 1.672, 0.7075, 0.364, 0.48, 11
M, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, 10
I, 0.42, 0.305, 0.1, 0.3415, 0.1645, 0.0775, 0.086, 7
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, 9
M, 0.67, 0.525, 0.2, 1.7405, 0.6205, 0.297, 0.657, 11
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, 10
M, 0.695, 0.55, 0.195, 1.6645, 0.727, 0.36, 0.445, 11
I, 0.28, 0.215, 0.07, 0.124, 0.063, 0.0215, 0.03, 6
I, 0.43, 0.315, 0.115, 0.384, 0.1885, 0.0715, 0.11, 8
I, 0.44, 0.35, 0.11, 0.3805, 0.1575, 0.0895, 0.115, 6
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, 8
M, 0.55, 0.43, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, 10
F, 0.565, 0.45, 0.165, 0.887, 0.37, 0.239, 0.249, 11
F, 0.52, 0.405, 0.115, 0.776, 0.32, 0.1845, 0.22, 8
M, 0.58, 0.45, 0.15, 0.927, 0.276, 0.1815, 0.36, 14
M, 0.485, 0.395, 0.14, 0.6295, 0.2285, 0.127, 0.225, 14
I, 0.265, 0.21, 0.06, 0.0965, 0.0425, 0.022, 0.03, 5
M, 0.6, 0.475, 0.19, 1.0875, 0.403, 0.2655, 0.325, 14
M, 0.675, 0.525, 0.185, 1.587, 0.6935, 0.336, 0.395, 13
M, 0.485, 0.4, 0.135, 0.663, 0.313, 0.137, 0.2, 10
I, 0.44, 0.345, 0.12, 0.365, 0.1655, 0.083, 0.11, 7
F, 0.63, 0.5, 0.155, 1.005, 0.367, 0.199, 0.36, 16
F, 0.455, 0.35, 0.14, 0.5185, 0.221, 0.1265, 0.135, 10
I, 0.25, 0.19, 0.06, 0.0765, 0.036, 0.0115, 0.0245, 6
M, 0.465, 0.36, 0.08, 0.488, 0.191, 0.125, 0.155, 11
F, 0.36, 0.265, 0.09, 0.2065, 0.078, 0.057, 0.06, 8
F, 0.485, 0.375, 0.135, 0.556, 0.1925, 0.1315, 0.1685, 10
I, 0.38, 0.275, 0.095, 0.1375, 0.086, 0.0585, 0.0605, 7
I, 0.32, 0.24, 0.09, 0.1575, 0.07, 0.0265, 0.0425, 5
M, 0.495, 0.395, 0.135, 0.6335, 0.3035, 0.1295, 0.1495, 8
I, 0.5, 0.385, 0.12, 0.56, 0.2835, 0.103, 0.135, 8
F, 0.595, 0.47, 0.155, 1.121, 0.4515, 0.178, 0.155, 11
I, 0.405, 0.3, 0.11, 0.32, 0.172, 0.044, 0.093, 7
M, 0.575, 0.445, 0.17, 1.0225, 0.549, 0.2175, 0.228, 9
M, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, 10
M, 0.65, 0.5, 0.155, 1.202, 0.565, 0.3135, 0.294, 11
I, 0.33, 0.25, 0.095, 0.2085, 0.102, 0.0395, 0.052, 7
I, 0.48, 0.37, 0.125, 0.5435, 0.244, 0.101, 0.165, 9
I, 0.5, 0.375, 0.125, 0.5695, 0.259, 0.124, 0.157, 7
F, 0.535, 0.41, 0.13, 0.7145, 0.335, 0.144, 0.2075, 9
M, 0.585, 0.49, 0.185, 1.171, 0.522, 0.2535, 0.335, 10
F, 0.595, 0.455, 0.16, 1.04, 0.452, 0.2655, 0.288, 9
M, 0.67, 0.51, 0.175, 1.5265, 0.651, 0.4475, 0.345, 10
I, 0.465, 0.345, 0.11, 0.393, 0.1825, 0.0735, 0.12, 8
M, 0.475, 0.36, 0.1, 0.4285, 0.1965, 0.099, 0.112, 7
I, 0.515, 0.35, 0.105, 0.4745, 0.213, 0.123, 0.1275, 10
I, 0.53, 0.42, 0.13, 0.8365, 0.3745, 0.167, 0.249, 11
F, 0.575, 0.435, 0.15, 1.0305, 0.4605, 0.218, 0.36, 8
M, 0.64, 0.515, 0.18, 1.247, 0.5475, 0.2925, 0.3685, 10
F, 0.67, 0.52, 0.19, 1.32, 0.5235, 0.3095, 0.4275, 13
M, 0.71, 0.56, 0.22, 2.015, 0.9215, 0.454, 0.566, 11
I, 0.545, 0.42, 0.165, 0.8935, 0.4235, 0.2195, 0.228, 8
I, 0.185, 0.135, 0.04, 0.027, 0.0105, 0.0055, 0.0090, 5
I, 0.465, 0.37, 0.11, 0.445, 0.1635, 0.096, 0.166, 7
M, 0.515, 0.385, 0.11, 0.5785, 0.253, 0.16, 0.14, 8
I, 0.56, 0.445, 0.165, 0.832, 0.3455, 0.179, 0.279, 9
I, 0.575, 0.45, 0.135, 0.8715, 0.45, 0.162, 0.225, 10
M, 0.58, 0.44, 0.16, 0.8295, 0.3365, 0.2005, 0.2485, 9
M, 0.615, 0.495, 0.2, 1.219, 0.564, 0.227, 0.3885, 10
I, 0.29, 0.21, 0.06, 0.1195, 0.056, 0.0235, 0.03, 6
M, 0.53, 0.425, 0.13, 0.7455, 0.2995, 0.1355, 0.245, 10
M, 0.69, 0.55, 0.2, 1.8465, 0.732, 0.472, 0.57, 19
M, 0.445, 0.34, 0.12, 0.4475, 0.193, 0.1035, 0.13, 9
M, 0.555, 0.43, 0.165, 0.7575, 0.2735, 0.1635, 0.275, 13
M, 0.53, 0.435, 0.135, 0.7365, 0.3275, 0.1315, 0.22, 12
F, 0.44, 0.345, 0.105, 0.4285, 0.165, 0.083, 0.132, 11
I, 0.625, 0.465, 0.155, 0.972, 0.404, 0.1845, 0.35, 14
I, 0.555, 0.455, 0.17, 0.8435, 0.309, 0.1905, 0.3, 15
M, 0.49, 0.39, 0.135, 0.592, 0.242, 0.096, 0.1835, 15
I, 0.38, 0.285, 0.085, 0.237, 0.115, 0.0405, 0.07, 6
F, 0.46, 0.35, 0.115, 0.46, 0.2025, 0.1115, 0.1165, 6
M, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, 8
I, 0.475, 0.365, 0.1, 0.1315, 0.2025, 0.0875, 0.123, 7
I, 0.385, 0.285, 0.085, 0.244, 0.1215, 0.0445, 0.068, 8
I, 0.43, 0.34, 0.11, 0.3645, 0.159, 0.0855, 0.105, 7
M, 0.48, 0.375, 0.12, 0.5895, 0.2535, 0.128, 0.172, 11
I, 0.5, 0.375, 0.12, 0.529, 0.2235, 0.123, 0.16, 8
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, 10
I, 0.315, 0.235, 0.075, 0.1285, 0.051, 0.028, 0.0405, 4
M, 0.745, 0.575, 0.2, 1.884, 0.954, 0.336, 0.495, 12
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, 9
I, 0.455, 0.355, 0.105, 0.372, 0.138, 0.0765, 0.135, 9
I, 0.47, 0.375, 0.125, 0.5225, 0.2265, 0.104, 0.162, 8
M, 0.54, 0.41, 0.13, 0.56, 0.2375, 0.1065, 0.175, 7
F, 0.34, 0.255, 0.085, 0.204, 0.097, 0.021, 0.05, 6
F, 0.62, 0.485, 0.22, 1.511, 0.5095, 0.284, 0.51, 17
I, 0.47, 0.355, 0.145, 0.4485, 0.156, 0.102, 0.123, 7
I, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, 8
F, 0.51, 0.375, 0.11, 0.5805, 0.2865, 0.118, 0.148, 7
I, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, 9
I, 0.51, 0.375, 0.15, 0.8415, 0.3845, 0.156, 0.255, 10
M, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, 9
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, 9
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, 9
I, 0.565, 0.43, 0.135, 0.8545, 0.321, 0.1775, 0.275, 11
F, 0.54, 0.44, 0.16, 1.0905, 0.391, 0.2295, 0.355, 15
I, 0.58, 0.435, 0.15, 0.8915, 0.363, 0.1925, 0.2515, 6
M, 0.52, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, 10
I, 0.39, 0.31, 0.085, 0.344, 0.181, 0.0695, 0.079, 7
M, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, 8
